p_l_0_depth,p_l_1_depth,p_l_2_depth,p_r_0_depth,p_r_1_depth,p_r_2_depth,p_l_0[x],p_l_0[y],p_l_0[z],p_l_1[x],p_l_1[y],p_l_1[z],p_l_2[x],p_l_2[y],p_l_2[z],p_r_0[x],p_r_0[y],p_r_0[z],p_r_1[x],p_r_1[y],p_r_1[z],p_r_2[x],p_r_2[y],p_r_2[z],t_r_l(0,0),t_r_l(1,0),t_r_l(2,0),t_r_l(3,0),t_r_l(0,1),t_r_l(1,1),t_r_l(2,1),t_r_l(3,1),t_r_l(0,2),t_r_l(1,2),t_r_l(2,2),t_r_l(3,2),t_r_l(0,3),t_r_l(1,3),t_r_l(2,3),t_r_l(3,3),
1.237653,1.597631,1.432152,1.875656,1.531583,2.011802,0.132814,-0.608560,-1.237653,0.505567,-0.501332,-1.597631,-0.063157,-0.557827,-1.432152,-0.579857,-0.132991,-1.875656,-0.207201,-0.292837,-1.531583,-0.370484,-0.044328,-2.011802,-0.009579,-0.492117,0.870476,0.000000,0.207919,0.850510,0.483117,0.000000,-0.978099,0.185616,0.094174,0.000000,-1.662601,0.679684,-1.580707,1.000000,0.700748,0.710666,-0.062500,0.000000,-0.300576,0.373558,0.877558,0.000000,0.646998,-0.596161,0.475379,0.000000,1.198905,-1.088228,0.972114,1.000000,
1.238038,1.598256,1.433024,1.875664,1.532085,2.012646,0.132856,-0.608749,-1.238038,0.505765,-0.501528,-1.598256,-0.063196,-0.558166,-1.433024,-0.579860,-0.132992,-1.875664,-0.207269,-0.292933,-1.532085,-0.370639,-0.044347,-2.012646,-0.009290,-0.492078,0.870501,0.000000,0.208575,0.850437,0.482963,0.000000,-0.977962,0.186052,0.094735,0.000000,-1.662410,0.680426,-1.580027,1.000000,0.701069,0.710476,-0.061048,0.000000,-0.300945,0.372396,0.877925,0.000000,0.646479,-0.597114,0.474890,0.000000,1.198075,-1.090283,0.972091,1.000000,
1.237784,1.598068,1.433261,1.876427,1.532377,2.012011,0.132829,-0.608624,-1.237784,0.505705,-0.501469,-1.598068,-0.063206,-0.558259,-1.433261,-0.580096,-0.133046,-1.876427,-0.207308,-0.292989,-1.532377,-0.370522,-0.044333,-2.012011,-0.009461,-0.494121,0.869341,0.000000,0.205526,0.849858,0.485284,0.000000,-0.978606,0.183263,0.093514,0.000000,-1.665054,0.676672,-1.580794,1.000000,0.700854,0.710501,-0.063188,0.000000,-0.300698,0.374616,0.877065,0.000000,0.646827,-0.595694,0.476197,0.000000,1.199279,-1.087577,0.973584,1.000000,
1.237709,1.598042,1.432905,1.875481,1.532258,2.011512,0.132820,-0.608588,-1.237709,0.505697,-0.501461,-1.598042,-0.063190,-0.558120,-1.432905,-0.579804,-0.132979,-1.875481,-0.207292,-0.292966,-1.532258,-0.370430,-0.044322,-2.011512,-0.009052,-0.493626,0.869627,0.000000,0.207039,0.849893,0.484579,0.000000,-0.978291,0.184434,0.094507,0.000000,-1.663439,0.678094,-1.579105,1.000000,0.701277,0.710185,-0.062036,0.000000,-0.301186,0.374029,0.877149,0.000000,0.646141,-0.596440,0.476195,0.000000,1.197376,-1.088906,0.973769,1.000000,
1.237854,1.598175,1.432485,1.874978,1.532247,2.011857,0.132836,-0.608659,-1.237854,0.505739,-0.501503,-1.598175,-0.063172,-0.557957,-1.432485,-0.579648,-0.132943,-1.874978,-0.207291,-0.292964,-1.532247,-0.370494,-0.044329,-2.011857,-0.008836,-0.492144,0.870469,0.000000,0.209439,0.850284,0.482858,0.000000,-0.977782,0.186576,0.095561,0.000000,-1.661348,0.680918,-1.578421,1.000000,0.701536,0.710054,-0.060586,0.000000,-0.301485,0.372749,0.877590,0.000000,0.645720,-0.597396,0.475568,0.000000,1.196274,-1.090768,0.973230,1.000000,
1.237553,1.598319,1.431648,1.876789,1.532000,2.014974,0.132804,-0.608511,-1.237553,0.505785,-0.501548,-1.598319,-0.063135,-0.557631,-1.431648,-0.580208,-0.133072,-1.876789,-0.207257,-0.292917,-1.532000,-0.371068,-0.044398,-2.014974,-0.010906,-0.488441,0.872528,0.000000,0.210037,0.851995,0.479572,0.000000,-0.977633,0.188494,0.093298,0.000000,-1.660821,0.683514,-1.585378,1.000000,0.700419,0.711178,-0.060331,0.000000,-0.300196,0.370231,0.879097,0.000000,0.647530,-0.597625,0.472810,0.000000,1.200719,-1.091517,0.969343,1.000000,
1.237937,1.598184,1.430983,1.875972,1.531918,2.022877,0.132845,-0.608700,-1.237937,0.505742,-0.501505,-1.598184,-0.063106,-0.557371,-1.430983,-0.579955,-0.133014,-1.875972,-0.207246,-0.292901,-1.531918,-0.372523,-0.044572,-2.022877,-0.010820,-0.477937,0.878328,0.000000,0.223673,0.854965,0.467979,0.000000,-0.974604,0.201522,0.097651,0.000000,-1.648867,0.700366,-1.586909,1.000000,0.700798,0.711697,-0.048679,0.000000,-0.300633,0.356533,0.884592,0.000000,0.646918,-0.605286,0.463817,0.000000,1.199042,-1.107123,0.959540,1.000000,
1.237913,1.597881,1.431039,1.875600,1.531686,2.006989,0.132842,-0.608688,-1.237913,0.505646,-0.501410,-1.597881,-0.063108,-0.557393,-1.431039,-0.579840,-0.132987,-1.875600,-0.207215,-0.292857,-1.531686,-0.369597,-0.044222,-2.006989,-0.009061,-0.495708,0.868442,0.000000,0.204229,0.849254,0.486886,0.000000,-0.978881,0.181772,0.093543,0.000000,-1.666095,0.674813,-1.578807,1.000000,0.700844,0.710004,-0.068647,0.000000,-0.300686,0.381327,0.874173,0.000000,0.646842,-0.592017,0.480739,0.000000,1.198608,-1.079788,0.978124,1.000000,
1.237911,1.598061,1.431479,1.876033,1.532065,2.010506,0.132842,-0.608687,-1.237911,0.505703,-0.501466,-1.598061,-0.063127,-0.557564,-1.431479,-0.579974,-0.133018,-1.876033,-0.207266,-0.292929,-1.532065,-0.370245,-0.044300,-2.010506,-0.009455,-0.492747,0.870121,0.000000,0.207349,0.850281,0.483765,0.000000,-0.978221,0.184993,0.094131,0.000000,-1.663459,0.679000,-1.580634,1.000000,0.700861,0.710367,-0.064598,0.000000,-0.300706,0.376370,0.876311,0.000000,0.646816,-0.594747,0.477394,0.000000,1.198929,-1.085507,0.974707,1.000000,
1.237648,1.598252,1.431199,1.875851,1.532608,2.005520,0.132814,-0.608557,-1.237648,0.505764,-0.501527,-1.598252,-0.063115,-0.557456,-1.431199,-0.579918,-0.133005,-1.875851,-0.207339,-0.293033,-1.532608,-0.369327,-0.044190,-2.005520,-0.008761,-0.498486,0.866854,0.000000,0.201195,0.848280,0.489838,0.000000,-0.979512,0.178698,0.092862,0.000000,-1.668606,0.670593,-1.577957,1.000000,0.701308,0.709369,-0.070440,0.000000,-0.301222,0.384449,0.872619,0.000000,0.646090,-0.590757,0.483295,0.000000,1.197605,-1.077463,0.981803,1.000000,
1.237877,1.598183,1.431116,1.875170,1.533134,2.006865,0.132839,-0.608670,-1.237877,0.505742,-0.501505,-1.598183,-0.063111,-0.557423,-1.431116,-0.579707,-0.132957,-1.875170,-0.207411,-0.293134,-1.533134,-0.369575,-0.044219,-2.006865,-0.007829,-0.496694,0.867890,0.000000,0.205525,0.848588,0.487501,0.000000,-0.978620,0.182190,0.095440,0.000000,-1.664982,0.675063,-1.575589,1.000000,0.702010,0.709019,-0.066889,0.000000,-0.302033,0.381467,0.873647,0.000000,0.644948,-0.593106,0.481941,0.000000,1.195190,-1.082232,0.981102,1.000000,
1.238080,1.598935,1.431327,1.874721,1.533241,2.012329,0.132860,-0.608770,-1.238080,0.505980,-0.501741,-1.598935,-0.063121,-0.557505,-1.431327,-0.579568,-0.132925,-1.874721,-0.207425,-0.293154,-1.533241,-0.370581,-0.044340,-2.012329,-0.008423,-0.489928,0.871722,0.000000,0.213197,0.850829,0.480246,0.000000,-0.976973,0.189894,0.097285,0.000000,-1.658232,0.685230,-1.577732,1.000000,0.702316,0.709439,-0.058719,0.000000,-0.302387,0.371989,0.877603,0.000000,0.644448,-0.598599,0.475779,0.000000,1.194006,-1.093391,0.974577,1.000000,
1.237878,1.600101,1.431443,1.874243,1.532640,2.017569,0.132839,-0.608670,-1.237878,0.506349,-0.502107,-1.600101,-0.063126,-0.557551,-1.431443,-0.579421,-0.132891,-1.874243,-0.207344,-0.293039,-1.532640,-0.371546,-0.044455,-2.017569,-0.010199,-0.482859,0.875639,0.000000,0.218671,0.853412,0.473150,0.000000,-0.975745,0.196303,0.096884,0.000000,-1.652820,0.693696,-1.582639,1.000000,0.702181,0.710138,-0.051447,0.000000,-0.302230,0.362707,0.881533,0.000000,0.644670,-0.603447,0.469311,0.000000,1.193962,-1.103136,0.966942,1.000000,
1.237938,1.599539,1.431202,1.874512,1.533061,2.017743,0.132845,-0.608700,-1.237938,0.506171,-0.501930,-1.599539,-0.063115,-0.557457,-1.431202,-0.579504,-0.132910,-1.874512,-0.207401,-0.293120,-1.533061,-0.371578,-0.044459,-2.017743,-0.009549,-0.483115,0.875505,0.000000,0.219651,0.853147,0.473173,0.000000,-0.975532,0.196824,0.097970,0.000000,-1.652181,0.694236,-1.581517,1.000000,0.702311,0.710009,-0.051443,0.000000,-0.302381,0.362962,0.881376,0.000000,0.644457,-0.603445,0.469605,0.000000,1.193845,-1.103270,0.967613,1.000000,
1.238408,1.600069,1.431013,1.874093,1.532982,2.017187,0.132895,-0.608931,-1.238408,0.506339,-0.502097,-1.600069,-0.063107,-0.557383,-1.431013,-0.579374,-0.132880,-1.874093,-0.207390,-0.293104,-1.532982,-0.371475,-0.044447,-2.017187,-0.009331,-0.482440,0.875879,0.000000,0.220941,0.853274,0.472343,0.000000,-0.975243,0.197925,0.098629,0.000000,-1.651344,0.695931,-1.580726,1.000000,0.702482,0.709845,-0.051380,0.000000,-0.302579,0.363224,0.881201,0.000000,0.644178,-0.603481,0.469942,0.000000,1.193043,-1.103248,0.968040,1.000000,
1.238180,1.599897,1.431282,1.873845,1.533096,2.014835,0.132871,-0.608819,-1.238180,0.506284,-0.502043,-1.599897,-0.063119,-0.557488,-1.431282,-0.579298,-0.132863,-1.873845,-0.207405,-0.293126,-1.533096,-0.371042,-0.044395,-2.014835,-0.008920,-0.485711,0.874074,0.000000,0.217620,0.852215,0.475785,0.000000,-0.975993,0.194460,0.098099,0.000000,-1.654076,0.691295,-1.578853,1.000000,0.702687,0.709461,-0.053824,0.000000,-0.302816,0.366663,0.879694,0.000000,0.643843,-0.601850,0.472485,0.000000,1.192294,-1.099870,0.971062,1.000000,
1.238487,1.599489,1.431538,1.873767,1.533547,2.015773,0.132904,-0.608970,-1.238487,0.506155,-0.501915,-1.599489,-0.063130,-0.557587,-1.431538,-0.579274,-0.132857,-1.873767,-0.207466,-0.293212,-1.533547,-0.371215,-0.044416,-2.015773,-0.007946,-0.485343,0.874288,0.000000,0.220050,0.852035,0.474989,0.000000,-0.975456,0.196161,0.100030,0.000000,-1.652303,0.693453,-1.576823,1.000000,0.703021,0.709257,-0.052120,0.000000,-0.303203,0.365216,0.880162,0.000000,0.643296,-0.602969,0.471803,0.000000,1.191345,-1.102249,0.970794,1.000000,
1.238346,1.599959,1.431549,1.873364,1.533806,2.014657,0.132889,-0.608901,-1.238346,0.506304,-0.502062,-1.599959,-0.063131,-0.557592,-1.431549,-0.579149,-0.132829,-1.873364,-0.207501,-0.293262,-1.533806,-0.371010,-0.044391,-2.014657,-0.007869,-0.486398,0.873702,0.000000,0.218867,0.851706,0.476124,0.000000,-0.975723,0.194971,0.099755,0.000000,-1.653117,0.691854,-1.576026,1.000000,0.703403,0.708845,-0.052556,0.000000,-0.303646,0.366521,0.879466,0.000000,0.642669,-0.602661,0.473050,0.000000,1.189995,-1.101592,0.972576,1.000000,
1.237818,1.599926,1.431489,1.873933,1.533834,2.016211,0.132832,-0.608641,-1.237818,0.506293,-0.502052,-1.599926,-0.063128,-0.557568,-1.431489,-0.579325,-0.132869,-1.873933,-0.207505,-0.293267,-1.533834,-0.371296,-0.044425,-2.016211,-0.008775,-0.485360,0.874270,0.000000,0.218364,0.852273,0.475339,0.000000,-0.975828,0.195080,0.098507,0.000000,-1.653152,0.691804,-1.578820,1.000000,0.703119,0.709192,-0.051674,0.000000,-0.303317,0.364858,0.880271,0.000000,0.643135,-0.603262,0.471648,0.000000,1.191225,-1.102942,0.970863,1.000000,
1.238017,1.599450,1.431466,1.874406,1.534034,2.016950,0.132854,-0.608739,-1.238017,0.506143,-0.501903,-1.599450,-0.063127,-0.557560,-1.431466,-0.579471,-0.132903,-1.874406,-0.207532,-0.293306,-1.534034,-0.371432,-0.044442,-2.016950,-0.008411,-0.485071,0.874435,0.000000,0.219460,0.852250,0.474875,0.000000,-0.975585,0.195897,0.099285,0.000000,-1.652551,0.692863,-1.578586,1.000000,0.702998,0.709324,-0.051519,0.000000,-0.303176,0.364424,0.880500,0.000000,0.643334,-0.603370,0.471239,0.000000,1.191943,-1.103295,0.970460,1.000000,
1.238327,1.599388,1.431461,1.875171,1.534167,2.016640,0.132887,-0.608891,-1.238327,0.506123,-0.501883,-1.599388,-0.063127,-0.557557,-1.431461,-0.579707,-0.132957,-1.875171,-0.207550,-0.293331,-1.534167,-0.371375,-0.044435,-2.016640,-0.008417,-0.485738,0.874064,0.000000,0.218597,0.852060,0.475614,0.000000,-0.975779,0.195071,0.099009,0.000000,-1.653820,0.691965,-1.579119,1.000000,0.702678,0.709505,-0.053344,0.000000,-0.302806,0.366051,0.879952,0.000000,0.643857,-0.602170,0.472058,0.000000,1.193430,-1.100998,0.971261,1.000000,
1.238081,1.599656,1.431176,1.873468,1.534073,2.015630,0.132860,-0.608770,-1.238081,0.506208,-0.501967,-1.599656,-0.063114,-0.557446,-1.431176,-0.579181,-0.132836,-1.873468,-0.207538,-0.293313,-1.534073,-0.371189,-0.044413,-2.015630,-0.007823,-0.485450,0.874229,0.000000,0.220162,0.851967,0.475058,0.000000,-0.975432,0.196189,0.100213,0.000000,-1.651777,0.693211,-1.576346,1.000000,0.703521,0.708820,-0.051311,0.000000,-0.303783,0.365212,0.879964,0.000000,0.642475,-0.603486,0.472261,0.000000,1.189770,-1.103363,0.971939,1.000000,
1.238035,1.599057,1.431086,1.874160,1.534207,2.015079,0.132855,-0.608748,-1.238035,0.506019,-0.501779,-1.599057,-0.063110,-0.557411,-1.431086,-0.579395,-0.132885,-1.874160,-0.207556,-0.293339,-1.534207,-0.371087,-0.044400,-2.015079,-0.007669,-0.486867,0.873443,0.000000,0.218672,0.851511,0.476562,0.000000,-0.975768,0.194652,0.099934,0.000000,-1.653295,0.691139,-1.576374,1.000000,0.703241,0.708951,-0.053306,0.000000,-0.303457,0.367126,0.879280,0.000000,0.642936,-0.602169,0.473314,0.000000,1.191094,-1.100813,0.973024,1.000000,
1.237861,1.598906,1.431384,1.873270,1.534233,2.016968,0.132837,-0.608662,-1.237861,0.505970,-0.501732,-1.598906,-0.063123,-0.557527,-1.431384,-0.579120,-0.132822,-1.873270,-0.207559,-0.293344,-1.534233,-0.371435,-0.044442,-2.016968,-0.007261,-0.484919,0.874529,0.000000,0.221964,0.851953,0.474244,0.000000,-0.975028,0.197557,0.101449,0.000000,-1.650004,0.694694,-1.575205,1.000000,0.703730,0.708771,-0.049075,0.000000,-0.304025,0.362853,0.880856,0.000000,0.642131,-0.604965,0.470834,0.000000,1.189048,-1.106404,0.970577,1.000000,
1.237685,1.599805,1.430698,1.873595,1.533817,2.020526,0.132818,-0.608576,-1.237685,0.506255,-0.502014,-1.599805,-0.063093,-0.557260,-1.430698,-0.579220,-0.132845,-1.873595,-0.207503,-0.293264,-1.533817,-0.372090,-0.044520,-2.020526,-0.009027,-0.479386,0.877558,0.000000,0.225358,0.854041,0.468857,0.000000,-0.974234,0.201997,0.100324,0.000000,-1.646669,0.700584,-1.580646,1.000000,0.703288,0.709447,-0.045506,0.000000,-0.303512,0.357528,0.883207,0.000000,0.642858,-0.607337,0.466771,0.000000,1.190494,-1.111281,0.965512,1.000000,
1.237971,1.598675,1.430634,1.870338,1.531909,2.035763,0.132849,-0.608716,-1.237971,0.505898,-0.501659,-1.598675,-0.063090,-0.557235,-1.430634,-0.578213,-0.132614,-1.870338,-0.207245,-0.292899,-1.531909,-0.374896,-0.044856,-2.035763,-0.008333,-0.460045,0.887857,0.000000,0.250068,0.858717,0.447293,0.000000,-0.968193,0.225752,0.107887,0.000000,-1.623481,0.730691,-1.582453,1.000000,0.703781,0.710080,-0.021873,0.000000,-0.304084,0.328926,0.894058,0.000000,0.642048,-0.622570,0.447416,0.000000,1.186456,-1.142018,0.942737,1.000000,
1.237696,1.598768,1.430564,1.870338,1.531909,2.035763,0.132819,-0.608581,-1.237696,0.505927,-0.501689,-1.598768,-0.063087,-0.557208,-1.430564,-0.578213,-0.132614,-1.870338,-0.207245,-0.292899,-1.531909,-0.374896,-0.044856,-2.035763,-0.008659,-0.460101,0.887824,0.000000,0.249339,0.858820,0.447502,0.000000,-0.968377,0.225244,0.107285,0.000000,-1.623877,0.729942,-1.583131,1.000000,0.703781,0.710080,-0.021873,0.000000,-0.304084,0.328926,0.894058,0.000000,0.642048,-0.622570,0.447416,0.000000,1.186456,-1.142018,0.942737,1.000000,
1.237754,1.598218,1.431063,1.870041,1.532278,2.020169,0.132825,-0.608610,-1.237754,0.505753,-0.501516,-1.598218,-0.063109,-0.557402,-1.431063,-0.578122,-0.132593,-1.870041,-0.207295,-0.292970,-1.532278,-0.372024,-0.044513,-2.020169,-0.006759,-0.478101,0.878279,0.000000,0.231469,0.853697,0.466501,0.000000,-0.972819,0.206447,0.104895,0.000000,-1.640461,0.706010,-1.572947,1.000000,0.704179,0.708891,-0.040071,0.000000,-0.304546,0.352539,0.884855,0.000000,0.641392,-0.610892,0.464140,0.000000,1.185151,-1.117624,0.962121,1.000000,
1.237684,1.597570,1.430671,1.871080,1.533245,2.015516,0.132818,-0.608575,-1.237684,0.505548,-0.501313,-1.597570,-0.063092,-0.557250,-1.430671,-0.578443,-0.132667,-1.871080,-0.207426,-0.293155,-1.533245,-0.371168,-0.044410,-2.015516,-0.005824,-0.484528,0.874756,0.000000,0.225345,0.851635,0.473221,0.000000,-0.974262,0.199878,0.104227,0.000000,-1.646358,0.697357,-1.570272,1.000000,0.704254,0.708370,-0.047301,0.000000,-0.304634,0.361700,0.881120,0.000000,0.641268,-0.606123,0.470522,0.000000,1.185818,-1.108167,0.969919,1.000000,
1.237583,1.598970,1.430838,1.871681,1.533408,2.015981,0.132807,-0.608526,-1.237583,0.505991,-0.501752,-1.598970,-0.063099,-0.557315,-1.430838,-0.578629,-0.132709,-1.871681,-0.207448,-0.293186,-1.533408,-0.371253,-0.044420,-2.015981,-0.007259,-0.483884,0.875102,0.000000,0.223267,0.852249,0.473100,0.000000,-0.974730,0.198815,0.101849,0.000000,-1.648111,0.696220,-1.573961,1.000000,0.704040,0.708551,-0.047785,0.000000,-0.304384,0.361871,0.881135,0.000000,0.641622,-0.605809,0.470443,0.000000,1.186893,-1.107670,0.969805,1.000000,
1.237769,1.597986,1.431491,1.874882,1.533081,2.013938,0.132827,-0.608617,-1.237769,0.505680,-0.501443,-1.597986,-0.063128,-0.557569,-1.431491,-0.579618,-0.132936,-1.874882,-0.207403,-0.293123,-1.533081,-0.370877,-0.044375,-2.013938,-0.008316,-0.489172,0.872148,0.000000,0.214380,0.851026,0.479370,0.000000,-0.976715,0.190958,0.097791,0.000000,-1.656985,0.686349,-1.577931,1.000000,0.702128,0.709760,-0.057068,0.000000,-0.302169,0.369571,0.878698,0.000000,0.644756,-0.599715,0.473954,0.000000,1.194638,-1.095675,0.972341,1.000000,
1.238031,1.598046,1.431184,1.875472,1.533402,2.022676,0.132855,-0.608746,-1.238031,0.505698,-0.501462,-1.598046,-0.063114,-0.557450,-1.431184,-0.579801,-0.132978,-1.875472,-0.207447,-0.293185,-1.533402,-0.372486,-0.044568,-2.022676,-0.009004,-0.479312,0.877598,0.000000,0.225555,0.854042,0.468761,0.000000,-0.974189,0.202167,0.100421,0.000000,-1.647375,0.700885,-1.582384,1.000000,0.702023,0.710613,-0.046827,0.000000,-0.302047,0.356653,0.884062,0.000000,0.644927,-0.606488,0.465017,0.000000,1.195411,-1.109810,0.962538,1.000000,
1.238031,1.598046,1.431184,1.874815,1.533817,2.028320,0.132855,-0.608746,-1.238031,0.505698,-0.501462,-1.598046,-0.063114,-0.557450,-1.431184,-0.579597,-0.132932,-1.874815,-0.207503,-0.293264,-1.533817,-0.373526,-0.044692,-2.028320,-0.008635,-0.473080,0.880977,0.000000,0.233998,0.855593,0.461742,0.000000,-0.972199,0.210134,0.103312,0.000000,-1.639617,0.710911,-1.582870,1.000000,0.702641,0.710521,-0.038167,0.000000,-0.302762,0.347084,0.887619,0.000000,0.643919,-0.612122,0.458994,0.000000,1.193230,-1.121460,0.956401,1.000000,
1.237775,1.596558,1.431199,1.876362,1.533259,2.020263,0.132828,-0.608620,-1.237775,0.505227,-0.500995,-1.596558,-0.063115,-0.557456,-1.431199,-0.580076,-0.133041,-1.876362,-0.207427,-0.293157,-1.533259,-0.372042,-0.044515,-2.020263,-0.008536,-0.483580,0.875258,0.000000,0.221109,0.852712,0.473280,0.000000,-0.975212,0.197568,0.099645,0.000000,-1.651463,0.694713,-1.581235,1.000000,0.701459,0.710828,-0.051755,0.000000,-0.301396,0.361660,0.882248,0.000000,0.645845,-0.603262,0.467931,0.000000,1.197640,-1.103289,0.965362,1.000000,
1.237643,1.596779,1.431773,1.874704,1.533126,2.021173,0.132813,-0.608555,-1.237643,0.505297,-0.501064,-1.596779,-0.063140,-0.557679,-1.431773,-0.579563,-0.132924,-1.874704,-0.207409,-0.293132,-1.533126,-0.372209,-0.044535,-2.021173,-0.007939,-0.482313,0.875963,0.000000,0.223914,0.852889,0.471638,0.000000,-0.974577,0.199885,0.101225,0.000000,-1.648423,0.697550,-1.578745,1.000000,0.702251,0.710348,-0.047412,0.000000,-0.302312,0.357834,0.883494,0.000000,0.644554,-0.606102,0.466037,0.000000,1.194163,-1.108805,0.963639,1.000000,
1.237643,1.596779,1.431773,1.874550,1.532908,2.026578,0.132813,-0.608555,-1.237643,0.505297,-0.501064,-1.596779,-0.063140,-0.557679,-1.431773,-0.579515,-0.132913,-1.874550,-0.207380,-0.293090,-1.532908,-0.373205,-0.044654,-2.026578,-0.008448,-0.476136,0.879331,0.000000,0.230643,0.854724,0.465027,0.000000,-0.973002,0.206740,0.102597,0.000000,-1.642264,0.706341,-1.581363,1.000000,0.702192,0.710835,-0.040500,0.000000,-0.302243,0.349105,0.887003,0.000000,0.644652,-0.610606,0.459984,0.000000,1.194191,-1.118070,0.956686,1.000000,
1.237416,1.597855,1.431461,1.876407,1.532704,2.017034,0.132789,-0.608443,-1.237416,0.505638,-0.501402,-1.597855,-0.063127,-0.557557,-1.431461,-0.580090,-0.133045,-1.876407,-0.207352,-0.293051,-1.532704,-0.371447,-0.044443,-2.017034,-0.010054,-0.486598,0.873568,0.000000,0.214169,0.852292,0.477211,0.000000,-0.976745,0.191889,0.095645,0.000000,-1.657084,0.687588,-1.583698,1.000000,0.701077,0.710853,-0.056391,0.000000,-0.300955,0.366651,0.880337,0.000000,0.646466,-0.600213,0.470985,0.000000,1.198680,-1.096904,0.968172,1.000000,
1.237071,1.598185,1.431407,1.873790,1.533415,2.020059,0.132752,-0.608274,-1.237071,0.505743,-0.501506,-1.598185,-0.063124,-0.557537,-1.431407,-0.579281,-0.132859,-1.873790,-0.207449,-0.293187,-1.533415,-0.372004,-0.044510,-2.020059,-0.008679,-0.482272,0.875979,0.000000,0.222458,0.853128,0.471896,0.000000,-0.974904,0.198964,0.099881,0.000000,-1.648838,0.696231,-1.579476,1.000000,0.702923,0.709725,-0.046792,0.000000,-0.303090,0.358400,0.882998,0.000000,0.643456,-0.606498,0.467038,0.000000,1.191623,-1.109504,0.965340,1.000000,
1.237603,1.597718,1.431612,1.875232,1.533347,2.021506,0.132809,-0.608535,-1.237603,0.505595,-0.501359,-1.597718,-0.063133,-0.557616,-1.431612,-0.579726,-0.132961,-1.875232,-0.207439,-0.293174,-1.533347,-0.372271,-0.044542,-2.021506,-0.008890,-0.481600,0.876346,0.000000,0.222899,0.853376,0.471238,0.000000,-0.974801,0.199526,0.099762,0.000000,-1.649321,0.697243,-1.581388,1.000000,0.702115,0.710453,-0.047871,0.000000,-0.302154,0.358134,0.883427,0.000000,0.644778,-0.605803,0.466117,0.000000,1.194968,-1.108334,0.963786,1.000000,
1.237965,1.598326,1.431488,1.875165,1.533591,2.019561,0.132848,-0.608713,-1.237965,0.505787,-0.501550,-1.598326,-0.063128,-0.557568,-1.431488,-0.579706,-0.132957,-1.875165,-0.207472,-0.293221,-1.533591,-0.371913,-0.044499,-2.019561,-0.008645,-0.483043,0.875554,0.000000,0.221563,0.852898,0.472731,0.000000,-0.975108,0.198077,0.099651,0.000000,-1.650838,0.695598,-1.580358,1.000000,0.702308,0.710113,-0.050025,0.000000,-0.302377,0.361195,0.882103,0.000000,0.644462,-0.604382,0.468392,0.000000,1.194402,-1.105436,0.966594,1.000000,
1.238092,1.598401,1.431202,1.873688,1.533437,2.023529,0.132862,-0.608776,-1.238092,0.505811,-0.501573,-1.598401,-0.063115,-0.557457,-1.431202,-0.579249,-0.132852,-1.873688,-0.207452,-0.293192,-1.533437,-0.372643,-0.044587,-2.023529,-0.008137,-0.477141,0.878789,0.000000,0.229959,0.854372,0.466013,0.000000,-0.973166,0.205878,0.102771,0.000000,-1.643044,0.705558,-1.579509,1.000000,0.702992,0.709945,-0.042199,0.000000,-0.303169,0.352817,0.885217,0.000000,0.643344,-0.609507,0.463261,0.000000,1.191356,-1.115718,0.961165,1.000000,
1.237987,1.598007,1.431029,1.873993,1.533018,2.012608,0.132850,-0.608724,-1.237987,0.505686,-0.501450,-1.598007,-0.063108,-0.557389,-1.431029,-0.579343,-0.132873,-1.873993,-0.207395,-0.293111,-1.533018,-0.370632,-0.044346,-2.012608,-0.007591,-0.489268,0.872101,0.000000,0.215734,0.850787,0.479188,0.000000,-0.976423,0.191779,0.099093,0.000000,-1.655811,0.687441,-1.575482,1.000000,0.702559,0.709335,-0.057061,0.000000,-0.302667,0.370418,0.878170,0.000000,0.644053,-0.599696,0.474933,0.000000,1.192756,-1.095458,0.973648,1.000000,
1.238317,1.598370,1.430825,1.873549,1.532285,2.018641,0.132886,-0.608886,-1.238317,0.505801,-0.501564,-1.598370,-0.063099,-0.557310,-1.430825,-0.579206,-0.132842,-1.873549,-0.207296,-0.292971,-1.532285,-0.371743,-0.044479,-2.018641,-0.008491,-0.480878,0.876746,0.000000,0.224610,0.853456,0.470279,0.000000,-0.974412,0.200919,0.100763,0.000000,-1.647946,0.699519,-1.578933,1.000000,0.702318,0.710177,-0.048967,0.000000,-0.302389,0.359902,0.882628,0.000000,0.644445,-0.605078,0.467515,0.000000,1.193016,-1.106295,0.964801,1.000000,
1.237970,1.598503,1.431019,1.873511,1.532409,2.015127,0.132848,-0.608716,-1.237970,0.505843,-0.501605,-1.598503,-0.063107,-0.557385,-1.431019,-0.579194,-0.132839,-1.873511,-0.207312,-0.292995,-1.532409,-0.371096,-0.044401,-2.015127,-0.008456,-0.485355,0.874277,0.000000,0.219005,0.852182,0.475207,0.000000,-0.975687,0.195489,0.099089,0.000000,-1.652631,0.692386,-1.577722,1.000000,0.702419,0.709766,-0.053295,0.000000,-0.302505,0.365474,0.880295,0.000000,0.644281,-0.602214,0.471423,0.000000,1.192721,-1.100413,0.969287,1.000000,
