p_l_0_depth,p_l_1_depth,p_l_2_depth,p_r_0_depth,p_r_1_depth,p_r_2_depth,p_l_0[x],p_l_0[y],p_l_0[z],p_l_1[x],p_l_1[y],p_l_1[z],p_l_2[x],p_l_2[y],p_l_2[z],p_r_0[x],p_r_0[y],p_r_0[z],p_r_1[x],p_r_1[y],p_r_1[z],p_r_2[x],p_r_2[y],p_r_2[z],t_r_l(0,0),t_r_l(1,0),t_r_l(2,0),t_r_l(3,0),t_r_l(0,1),t_r_l(1,1),t_r_l(2,1),t_r_l(3,1),t_r_l(0,2),t_r_l(1,2),t_r_l(2,2),t_r_l(3,2),t_r_l(0,3),t_r_l(1,3),t_r_l(2,3),t_r_l(3,3),
1.236765,1.598629,1.430565,1.875342,1.534468,2.025415,0.132719,-0.608123,-1.236765,0.505883,-0.501645,-1.598629,-0.063087,-0.557208,-1.430565,-0.579760,-0.132969,-1.875342,-0.207591,-0.293389,-1.534468,-0.372991,-0.044628,-2.025415,-0.009846,-0.476792,0.878961,0.000000,0.226960,0.854997,0.466336,0.000000,-0.973854,0.204080,0.099794,0.000000,-1.644863,0.702653,-1.584985,1.000000,0.702783,0.710145,-0.042319,0.000000,-0.302927,0.352550,0.885406,0.000000,0.643686,-0.609428,0.462888,0.000000,1.193297,-1.116094,0.961270,1.000000,
1.236765,1.598629,1.430565,1.874246,1.534658,2.033493,0.132719,-0.608123,-1.236765,0.505883,-0.501645,-1.598629,-0.063087,-0.557208,-1.430565,-0.579422,-0.132891,-1.874246,-0.207617,-0.293425,-1.534658,-0.374478,-0.044806,-2.033493,-0.009481,-0.467551,0.883915,0.000000,0.238893,0.857300,0.456034,0.000000,-0.971000,0.215485,0.103567,0.000000,-1.633785,0.717009,-1.586146,1.000000,0.703487,0.710072,-0.030064,0.000000,-0.303743,0.338632,0.890544,0.000000,0.642531,-0.617354,0.453903,0.000000,1.190512,-1.132442,0.951652,1.000000,
1.237013,1.598996,1.430646,1.871682,1.534366,2.027863,0.132746,-0.608245,-1.237013,0.505999,-0.501760,-1.598996,-0.063091,-0.557240,-1.430646,-0.578629,-0.132710,-1.871682,-0.207577,-0.293369,-1.534366,-0.373441,-0.044682,-2.027863,-0.007782,-0.471671,0.881740,0.000000,0.237201,0.855730,0.459850,0.000000,-0.971430,0.212728,0.105222,0.000000,-1.634990,0.713544,-1.578866,1.000000,0.704662,0.708815,-0.032136,0.000000,-0.305108,0.343588,0.888176,0.000000,0.640594,-0.616059,0.458378,0.000000,1.185235,-1.129128,0.957213,1.000000,
1.237053,1.598727,1.430823,1.871754,1.534017,2.033003,0.132750,-0.608265,-1.237053,0.505914,-0.501676,-1.598727,-0.063099,-0.557309,-1.430823,-0.578651,-0.132715,-1.871754,-0.207530,-0.293302,-1.534017,-0.374388,-0.044795,-2.033003,-0.008159,-0.466303,0.884587,0.000000,0.242906,0.857196,0.454105,0.000000,-0.970016,0.218577,0.106274,0.000000,-1.629777,0.720980,-1.581501,1.000000,0.704397,0.709320,-0.026283,0.000000,-0.304799,0.335710,0.891289,0.000000,0.641033,-0.619810,0.452673,0.000000,1.186004,-1.136930,0.950371,1.000000,
1.236955,1.599149,1.431516,1.872006,1.534111,2.024192,0.132740,-0.608217,-1.236955,0.506047,-0.501808,-1.599149,-0.063129,-0.557579,-1.431516,-0.578729,-0.132733,-1.872006,-0.207543,-0.293320,-1.534111,-0.372765,-0.044601,-2.024192,-0.008088,-0.476857,0.878944,0.000000,0.230310,0.854454,0.465689,0.000000,-0.973084,0.206196,0.102914,0.000000,-1.641238,0.705313,-1.578137,1.000000,0.704323,0.708887,-0.037522,0.000000,-0.304714,0.349646,0.885944,0.000000,0.641154,-0.612558,0.462271,0.000000,1.186411,-1.121848,0.961253,1.000000,
1.236932,1.599095,1.431143,1.872159,1.533920,2.018697,0.132737,-0.608206,-1.236932,0.506030,-0.501791,-1.599095,-0.063113,-0.557434,-1.431143,-0.578776,-0.132743,-1.872159,-0.207517,-0.293284,-1.533920,-0.371754,-0.044480,-2.018697,-0.007971,-0.482397,0.875916,0.000000,0.223696,0.852885,0.471749,0.000000,-0.974626,0.199699,0.101112,0.000000,-1.647212,0.697032,-1.576437,1.000000,0.704118,0.708663,-0.044888,0.000000,-0.304475,0.358423,0.882512,0.000000,0.641492,-0.607726,0.468142,0.000000,1.187086,-1.111824,0.967604,1.000000,
1.236713,1.599599,1.430856,1.873421,1.534093,2.015370,0.132714,-0.608098,-1.236713,0.506190,-0.501949,-1.599599,-0.063100,-0.557322,-1.430856,-0.579167,-0.132833,-1.873421,-0.207540,-0.293317,-1.534093,-0.371141,-0.044407,-2.015370,-0.008953,-0.486424,0.873677,0.000000,0.216663,0.852013,0.476583,0.000000,-0.976205,0.193561,0.097762,0.000000,-1.653512,0.689208,-1.578657,1.000000,0.703559,0.708765,-0.051536,0.000000,-0.303827,0.365568,0.879801,0.000000,0.642412,-0.603334,0.472541,0.000000,1.189628,-1.103046,0.972286,1.000000,
1.236689,1.599945,1.430435,1.872046,1.534292,2.015210,0.132711,-0.608086,-1.236689,0.506299,-0.502058,-1.599945,-0.063081,-0.557158,-1.430435,-0.578741,-0.132735,-1.872046,-0.207567,-0.293355,-1.534292,-0.371111,-0.044403,-2.015210,-0.008248,-0.485171,0.874380,0.000000,0.219664,0.852173,0.474921,0.000000,-0.975541,0.195987,0.099546,0.000000,-1.650513,0.692222,-1.576186,1.000000,0.704420,0.708101,-0.048834,0.000000,-0.304826,0.363939,0.880130,0.000000,0.640994,-0.605095,0.472214,0.000000,1.186186,-1.106451,0.972569,1.000000,
1.236833,1.600140,1.430455,1.873174,1.534284,2.019234,0.132726,-0.608157,-1.236833,0.506361,-0.502119,-1.600140,-0.063082,-0.557166,-1.430455,-0.579090,-0.132815,-1.873174,-0.207566,-0.293353,-1.534284,-0.371852,-0.044492,-2.019234,-0.009301,-0.481076,0.876629,0.000000,0.222685,0.853656,0.470832,0.000000,-0.974846,0.199591,0.099189,0.000000,-1.648150,0.697054,-1.580507,1.000000,0.703814,0.708896,-0.045953,0.000000,-0.304123,0.359139,0.882343,0.000000,0.641993,-0.607030,0.468358,0.000000,1.188745,-1.110659,0.967895,1.000000,
1.236913,1.600627,1.430713,1.872718,1.534472,2.016409,0.132735,-0.608196,-1.236913,0.506515,-0.502272,-1.600627,-0.063094,-0.557266,-1.430713,-0.578949,-0.132783,-1.872718,-0.207592,-0.293389,-1.534472,-0.371332,-0.044430,-2.016409,-0.008911,-0.484118,0.874957,0.000000,0.219659,0.852672,0.474025,0.000000,-0.975536,0.196416,0.098743,0.000000,-1.650823,0.693018,-1.578419,1.000000,0.704179,0.708364,-0.048506,0.000000,-0.304546,0.363047,0.880595,0.000000,0.641392,-0.605325,0.471380,0.000000,1.187391,-1.107089,0.971607,1.000000,
1.236701,1.599319,1.430583,1.872829,1.534260,2.020309,0.132712,-0.608092,-1.236701,0.506101,-0.501861,-1.599319,-0.063088,-0.557216,-1.430583,-0.578983,-0.132791,-1.872829,-0.207563,-0.293349,-1.534260,-0.372050,-0.044516,-2.020309,-0.008653,-0.480487,0.876959,0.000000,0.224712,0.853627,0.469921,0.000000,-0.974387,0.201129,0.100585,0.000000,-1.646215,0.698796,-1.579064,1.000000,0.703983,0.708858,-0.043918,0.000000,-0.304318,0.356943,0.883166,0.000000,0.641716,-0.608368,0.467000,0.000000,1.188007,-1.113354,0.966460,1.000000,
1.236487,1.599997,1.431027,1.873223,1.534408,2.018120,0.132689,-0.607987,-1.236487,0.506316,-0.502074,-1.599997,-0.063108,-0.557389,-1.431027,-0.579105,-0.132819,-1.873223,-0.207583,-0.293377,-1.534408,-0.371647,-0.044467,-2.018120,-0.009276,-0.483633,0.875222,0.000000,0.219539,0.852919,0.473636,0.000000,-0.975560,0.196539,0.098265,0.000000,-1.650665,0.692935,-1.579887,1.000000,0.703869,0.708748,-0.047374,0.000000,-0.304186,0.361017,0.881554,0.000000,0.641903,-0.606088,0.469700,0.000000,1.188639,-1.108748,0.969506,1.000000,
1.236487,1.599997,1.431027,1.873804,1.534438,2.019449,0.132689,-0.607987,-1.236487,0.506316,-0.502074,-1.599997,-0.063108,-0.557389,-1.431027,-0.579285,-0.132860,-1.873804,-0.207587,-0.293383,-1.534438,-0.371892,-0.044497,-2.019449,-0.009718,-0.482501,0.875842,0.000000,0.220076,0.853375,0.472565,0.000000,-0.975434,0.197344,0.097893,0.000000,-1.650304,0.694017,-1.581661,1.000000,0.703580,0.709073,-0.046817,0.000000,-0.303850,0.359744,0.882190,0.000000,0.642379,-0.606466,0.468560,0.000000,1.189895,-1.109647,0.968077,1.000000,
1.237070,1.599815,1.431237,1.874790,1.534563,2.020350,0.132752,-0.608273,-1.237070,0.506258,-0.502017,-1.599815,-0.063117,-0.557470,-1.431237,-0.579590,-0.132930,-1.874790,-0.207604,-0.293407,-1.534563,-0.372058,-0.044517,-2.020350,-0.009617,-0.482099,0.876064,0.000000,0.220787,0.853458,0.472083,0.000000,-0.975275,0.197964,0.098233,0.000000,-1.650497,0.695100,-1.582412,1.000000,0.703137,0.709463,-0.047541,0.000000,-0.303337,0.359759,0.882360,0.000000,0.643106,-0.605999,0.468167,0.000000,1.191896,-1.108901,0.967452,1.000000,
1.236955,1.599690,1.431437,1.875491,1.534562,2.018364,0.132740,-0.608217,-1.236955,0.506219,-0.501978,-1.599690,-0.063126,-0.557548,-1.431437,-0.579807,-0.132980,-1.875491,-0.207604,-0.293407,-1.534562,-0.371692,-0.044473,-2.018364,-0.009870,-0.485177,0.874360,0.000000,0.216396,0.852646,0.475570,0.000000,-0.976256,0.193902,0.096575,0.000000,-1.654465,0.689864,-1.582844,1.000000,0.702765,0.709558,-0.051472,0.000000,-0.302906,0.363901,0.880809,0.000000,0.643716,-0.603410,0.470666,0.000000,1.193470,-1.103692,0.970015,1.000000,
1.237092,1.598417,1.431484,1.874781,1.534543,2.021560,0.132754,-0.608284,-1.237092,0.505816,-0.501578,-1.598417,-0.063128,-0.557567,-1.431484,-0.579587,-0.132929,-1.874781,-0.207601,-0.293403,-1.534543,-0.372281,-0.044543,-2.021560,-0.008593,-0.481979,0.876141,0.000000,0.222994,0.853185,0.471538,0.000000,-0.974782,0.199426,0.100147,0.000000,-1.648698,0.696743,-1.580373,1.000000,0.703129,0.709573,-0.046004,0.000000,-0.303328,0.357830,0.883148,0.000000,0.643119,-0.607013,0.466834,0.000000,1.191911,-1.110991,0.965944,1.000000,
1.237247,1.599519,1.431559,1.873769,1.534580,2.024488,0.132771,-0.608360,-1.237247,0.506164,-0.501924,-1.599519,-0.063131,-0.557596,-1.431559,-0.579274,-0.132858,-1.873769,-0.207606,-0.293410,-1.534580,-0.372820,-0.044608,-2.024488,-0.008849,-0.477463,0.878607,0.000000,0.228076,0.854518,0.466670,0.000000,-0.973603,0.204519,0.101336,0.000000,-1.643934,0.703431,-1.581141,1.000000,0.703690,0.709364,-0.040283,0.000000,-0.303979,0.351824,0.885334,0.000000,0.642197,-0.610756,0.463206,0.000000,1.189572,-1.118557,0.962230,1.000000,
1.237248,1.599628,1.431048,1.874251,1.534775,2.030045,0.132771,-0.608361,-1.237248,0.506199,-0.501958,-1.599628,-0.063108,-0.557397,-1.431048,-0.579423,-0.132892,-1.874251,-0.207633,-0.293447,-1.534775,-0.373843,-0.044730,-2.030045,-0.009475,-0.471005,0.882079,0.000000,0.234727,0.856424,0.459828,0.000000,-0.972015,0.211405,0.102443,0.000000,-1.637990,0.712219,-1.584877,1.000000,0.703561,0.709812,-0.034193,0.000000,-0.303829,0.343953,0.888473,0.000000,0.642409,-0.614706,0.457654,0.000000,1.190319,-1.126924,0.956016,1.000000,
1.237221,1.599849,1.431201,1.874763,1.534165,2.019919,0.132768,-0.608348,-1.237221,0.506269,-0.502028,-1.599849,-0.063115,-0.557456,-1.431201,-0.579581,-0.132928,-1.874763,-0.207550,-0.293331,-1.534165,-0.371979,-0.044507,-2.019919,-0.009806,-0.482061,0.876083,0.000000,0.220460,0.853524,0.472116,0.000000,-0.975347,0.197771,0.097906,0.000000,-1.650882,0.695000,-1.582736,1.000000,0.702894,0.709651,-0.048335,0.000000,-0.303055,0.360261,0.882253,0.000000,0.643504,-0.605482,0.468289,0.000000,1.192517,-1.107745,0.967192,1.000000,
1.237282,1.600426,1.430674,1.876324,1.533957,2.032986,0.132775,-0.608378,-1.237282,0.506452,-0.502209,-1.600426,-0.063092,-0.557251,-1.430674,-0.580064,-0.133039,-1.876324,-0.207522,-0.293291,-1.533957,-0.374385,-0.044795,-2.032986,-0.012325,-0.467263,0.884032,0.000000,0.233728,0.858262,0.456901,0.000000,-0.972224,0.212254,0.098635,0.000000,-1.639148,0.713767,-1.593694,1.000000,0.701932,0.711370,-0.035283,0.000000,-0.301942,0.342070,0.889842,0.000000,0.645076,-0.613955,0.454902,0.000000,1.196367,-1.125630,0.951462,1.000000,
1.237462,1.600405,1.430997,1.875625,1.534177,2.032863,0.132794,-0.608466,-1.237462,0.506445,-0.502202,-1.600405,-0.063106,-0.557377,-1.430997,-0.579848,-0.132989,-1.875625,-0.207552,-0.293333,-1.534177,-0.374362,-0.044792,-2.032863,-0.011468,-0.467506,0.883915,0.000000,0.235091,0.857935,0.456815,0.000000,-0.971906,0.213039,0.100068,0.000000,-1.637977,0.714745,-1.591218,1.000000,0.702444,0.710932,-0.033900,0.000000,-0.302534,0.341356,0.889915,0.000000,0.644241,-0.614859,0.454865,0.000000,1.194431,-1.127417,0.951849,1.000000,
1.237432,1.600723,1.431193,1.875346,1.533483,2.032728,0.132791,-0.608451,-1.237432,0.506545,-0.502302,-1.600723,-0.063115,-0.557453,-1.431193,-0.579762,-0.132969,-1.875346,-0.207458,-0.293200,-1.533483,-0.374337,-0.044789,-2.032728,-0.012140,-0.467072,0.884136,0.000000,0.234303,0.858256,0.456618,0.000000,-0.972088,0.212699,0.099017,0.000000,-1.638480,0.714460,-1.592394,1.000000,0.702142,0.711222,-0.034054,0.000000,-0.302185,0.340951,0.890189,0.000000,0.644733,-0.614749,0.454317,0.000000,1.194991,-1.126991,0.950626,1.000000,
1.237371,1.600123,1.430678,1.875091,1.533801,2.036918,0.132784,-0.608422,-1.237371,0.506356,-0.502114,-1.600123,-0.063092,-0.557252,-1.430678,-0.579683,-0.132951,-1.875091,-0.207501,-0.293261,-1.533801,-0.375109,-0.044882,-2.036918,-0.011554,-0.462386,0.886603,0.000000,0.241048,0.859226,0.451250,0.000000,-0.970444,0.218928,0.101530,0.000000,-1.632290,0.722113,-1.592637,1.000000,0.702484,0.711139,-0.028240,0.000000,-0.302581,0.334343,0.892558,0.000000,0.644175,-0.618463,0.450047,0.000000,1.193876,-1.134787,0.946175,1.000000,
1.237606,1.599897,1.430823,1.875755,1.533511,2.029898,0.132809,-0.608537,-1.237606,0.506284,-0.502043,-1.599897,-0.063099,-0.557309,-1.430823,-0.579888,-0.132998,-1.875755,-0.207462,-0.293206,-1.533511,-0.373816,-0.044727,-2.029898,-0.011447,-0.470254,0.882457,0.000000,0.231856,0.857215,0.459811,0.000000,-0.972683,0.209866,0.099219,0.000000,-1.641073,0.710835,-1.590347,1.000000,0.701944,0.711202,-0.038299,0.000000,-0.301956,0.345865,0.888369,0.000000,0.645056,-0.612021,0.457530,0.000000,1.195856,-1.121384,0.954156,1.000000,
1.237624,1.600017,1.430863,1.875718,1.533913,2.021692,0.132811,-0.608546,-1.237624,0.506322,-0.502080,-1.600017,-0.063100,-0.557324,-1.430863,-0.579877,-0.132996,-1.875718,-0.207516,-0.293283,-1.533913,-0.372305,-0.044546,-2.021692,-0.010566,-0.479518,0.877469,0.000000,0.222142,0.854464,0.469621,0.000000,-0.974957,0.199885,0.097492,0.000000,-1.649920,0.698052,-1.585811,1.000000,0.702224,0.710325,-0.048173,0.000000,-0.302280,0.358726,0.883144,0.000000,0.644600,-0.605603,0.466623,0.000000,1.195089,-1.108130,0.964773,1.000000,
1.237532,1.600091,1.430737,1.875304,1.533819,2.027654,0.132801,-0.608500,-1.237532,0.506346,-0.502104,-1.600091,-0.063095,-0.557276,-1.430737,-0.579749,-0.132966,-1.875304,-0.207503,-0.293265,-1.533819,-0.373403,-0.044677,-2.027654,-0.010967,-0.472487,0.881269,0.000000,0.230043,0.856491,0.462065,0.000000,-0.973119,0.207797,0.099299,0.000000,-1.642577,0.708111,-1.588286,1.000000,0.702382,0.710678,-0.039952,0.000000,-0.302463,0.348799,0.887048,0.000000,0.644341,-0.610963,0.459944,0.000000,1.194323,-1.119148,0.957321,1.000000,
1.237513,1.599457,1.431171,1.875809,1.533706,2.025625,0.132799,-0.608491,-1.237513,0.506145,-0.501905,-1.599457,-0.063114,-0.557444,-1.431171,-0.579905,-0.133002,-1.875809,-0.207488,-0.293243,-1.533706,-0.373029,-0.044633,-2.025625,-0.010733,-0.475962,0.879400,0.000000,0.226251,0.855487,0.465781,0.000000,-0.974010,0.203965,0.098505,0.000000,-1.646158,0.703171,-1.587269,1.000000,0.702041,0.710803,-0.043559,0.000000,-0.302069,0.352621,0.885671,0.000000,0.644897,-0.608620,0.462266,0.000000,1.195646,-1.114357,0.959659,1.000000,
1.237479,1.599715,1.430823,1.875817,1.534067,2.028086,0.132796,-0.608475,-1.237479,0.506226,-0.501986,-1.599715,-0.063099,-0.557309,-1.430823,-0.579907,-0.133003,-1.875817,-0.207537,-0.293312,-1.534067,-0.373482,-0.044687,-2.028086,-0.010859,-0.472905,0.881046,0.000000,0.229759,0.856344,0.462478,0.000000,-0.973187,0.207450,0.099356,0.000000,-1.642962,0.707576,-1.588460,1.000000,0.702271,0.710772,-0.040236,0.000000,-0.302334,0.348933,0.887040,0.000000,0.644523,-0.610777,0.459936,0.000000,1.195048,-1.118916,0.957401,1.000000,
1.237458,1.600396,1.431068,1.875803,1.534132,2.025861,0.132793,-0.608464,-1.237458,0.506442,-0.502199,-1.600396,-0.063109,-0.557405,-1.431068,-0.579903,-0.133002,-1.875803,-0.207546,-0.293324,-1.534132,-0.373073,-0.044638,-2.025861,-0.011161,-0.475307,0.879749,0.000000,0.226184,0.855801,0.465238,0.000000,-0.974021,0.204178,0.097955,0.000000,-1.646105,0.703501,-1.588332,1.000000,0.702321,0.710565,-0.042928,0.000000,-0.302392,0.352389,0.885653,0.000000,0.644441,-0.609031,0.462360,0.000000,1.194904,-1.115296,0.960195,1.000000,
1.236787,1.599992,1.430794,1.875932,1.534447,2.025357,0.132721,-0.608134,-1.236787,0.506314,-0.502072,-1.599992,-0.063097,-0.557298,-1.430794,-0.579943,-0.133011,-1.875932,-0.207588,-0.293385,-1.534447,-0.372980,-0.044627,-2.025357,-0.011245,-0.476590,0.879054,0.000000,0.224419,0.855480,0.466680,0.000000,-0.974428,0.202524,0.097336,0.000000,-1.647133,0.700969,-1.588414,1.000000,0.702456,0.710392,-0.043573,0.000000,-0.302549,0.353463,0.885171,0.000000,0.644220,-0.608611,0.463221,0.000000,1.194655,-1.114512,0.961438,1.000000,
1.237371,1.599159,1.430642,1.876112,1.534445,2.027306,0.132784,-0.608421,-1.237371,0.506051,-0.501811,-1.599159,-0.063091,-0.557238,-1.430642,-0.579999,-0.133024,-1.876112,-0.207588,-0.293384,-1.534445,-0.373339,-0.044670,-2.027306,-0.010349,-0.474405,0.880246,0.000000,0.228931,0.855788,0.463915,0.000000,-0.973388,0.206316,0.099750,0.000000,-1.643780,0.705939,-1.587312,1.000000,0.702360,0.710612,-0.041497,0.000000,-0.302437,0.350683,0.886315,0.000000,0.644378,-0.609961,0.461221,0.000000,1.195061,-1.117353,0.959134,1.000000,
1.237485,1.599855,1.430818,1.875256,1.534831,2.027161,0.132796,-0.608477,-1.237485,0.506271,-0.502029,-1.599855,-0.063098,-0.557307,-1.430818,-0.579734,-0.132963,-1.875256,-0.207640,-0.293458,-1.534831,-0.373312,-0.044667,-2.027161,-0.009875,-0.474079,0.880427,0.000000,0.230226,0.855738,0.463367,0.000000,-0.973087,0.207273,0.100695,0.000000,-1.642516,0.707187,-1.585617,1.000000,0.703064,0.710018,-0.039694,0.000000,-0.303252,0.349835,0.886371,0.000000,0.643226,-0.611138,0.461271,0.000000,1.192481,-1.119703,0.959844,1.000000,
1.237425,1.600359,1.430585,1.875098,1.535149,2.028043,0.132790,-0.608448,-1.237425,0.506431,-0.502188,-1.600359,-0.063088,-0.557216,-1.430585,-0.579685,-0.132952,-1.875098,-0.207683,-0.293519,-1.535149,-0.373475,-0.044686,-2.028043,-0.010015,-0.472649,0.881194,0.000000,0.231666,0.856165,0.461857,0.000000,-0.972744,0.208768,0.100922,0.000000,-1.641097,0.709078,-1.586213,1.000000,0.703354,0.709821,-0.038044,0.000000,-0.303588,0.348353,0.886840,0.000000,0.642750,-0.612212,0.460509,0.000000,1.191581,-1.121971,0.959352,1.000000,
1.237543,1.599700,1.430162,1.874753,1.534721,2.026200,0.132803,-0.608506,-1.237543,0.506222,-0.501981,-1.599700,-0.063069,-0.557051,-1.430162,-0.579578,-0.132927,-1.874753,-0.207625,-0.293437,-1.534721,-0.373135,-0.044645,-2.026200,-0.009470,-0.473878,0.880540,0.000000,0.231269,0.855667,0.462979,0.000000,-0.972844,0.208027,0.101490,0.000000,-1.641528,0.708125,-1.584367,1.000000,0.703260,0.709808,-0.039982,0.000000,-0.303479,0.350586,0.885997,0.000000,0.642905,-0.610952,0.461965,0.000000,1.191540,-1.119192,0.960670,1.000000,
1.237497,1.599874,1.430571,1.874570,1.534367,2.030390,0.132798,-0.608483,-1.237497,0.506277,-0.502036,-1.599874,-0.063087,-0.557211,-1.430571,-0.579522,-0.132914,-1.874570,-0.207577,-0.293369,-1.534367,-0.373907,-0.044738,-2.030390,-0.010063,-0.469447,0.882903,0.000000,0.235483,0.857003,0.458360,0.000000,-0.971826,0.212521,0.101923,0.000000,-1.637530,0.713894,-1.586784,1.000000,0.703127,0.710216,-0.034712,0.000000,-0.303326,0.343735,0.888730,0.000000,0.643122,-0.614361,0.457116,0.000000,1.191738,-1.126189,0.954904,1.000000,
1.237510,1.599749,1.430411,1.873705,1.534468,2.030113,0.132799,-0.608490,-1.237510,0.506237,-0.501996,-1.599749,-0.063080,-0.557149,-1.430411,-0.579254,-0.132853,-1.873705,-0.207591,-0.293389,-1.534468,-0.373856,-0.044732,-2.030113,-0.009299,-0.469185,0.883051,0.000000,0.237272,0.856834,0.457754,0.000000,-0.971399,0.213780,0.103357,0.000000,-1.635757,0.715383,-1.584529,1.000000,0.703651,0.709766,-0.033276,0.000000,-0.303934,0.342986,0.888811,0.000000,0.642261,-0.615299,0.457064,0.000000,1.189622,-1.127988,0.955209,1.000000,
1.237463,1.600134,1.430108,1.874184,1.534178,2.027615,0.132794,-0.608467,-1.237463,0.506359,-0.502117,-1.600134,-0.063067,-0.557031,-1.430108,-0.579403,-0.132887,-1.874184,-0.207552,-0.293333,-1.534178,-0.373396,-0.044677,-2.027615,-0.010078,-0.471297,0.881917,0.000000,0.233201,0.856535,0.460397,0.000000,-0.972376,0.210304,0.101275,0.000000,-1.639449,0.711115,-1.585838,1.000000,0.703209,0.709992,-0.037521,0.000000,-0.303421,0.347411,0.887266,0.000000,0.642987,-0.612549,0.459729,0.000000,1.191197,-1.122292,0.957783,1.000000,
1.237399,1.600334,1.429958,1.873999,1.534650,2.030592,0.132787,-0.608435,-1.237399,0.506422,-0.502180,-1.600334,-0.063060,-0.556972,-1.429958,-0.579345,-0.132874,-1.873999,-0.207616,-0.293423,-1.534650,-0.373944,-0.044742,-2.030592,-0.009939,-0.468013,0.883666,0.000000,0.237397,0.857340,0.456740,0.000000,-0.971362,0.214319,0.102584,0.000000,-1.635548,0.716106,-1.586505,1.000000,0.703614,0.709810,-0.033123,0.000000,-0.303890,0.342719,0.888929,0.000000,0.642323,-0.615397,0.456846,0.000000,1.189968,-1.128289,0.955054,1.000000,
1.237327,1.600528,1.429880,1.874212,1.534363,2.028770,0.132779,-0.608400,-1.237327,0.506484,-0.502241,-1.600528,-0.063057,-0.556942,-1.429880,-0.579411,-0.132889,-1.874212,-0.207577,-0.293368,-1.534363,-0.373608,-0.044702,-2.028770,-0.010446,-0.469714,0.882757,0.000000,0.234366,0.857065,0.458816,0.000000,-0.972092,0.211681,0.101132,0.000000,-1.638232,0.712836,-1.587148,1.000000,0.703314,0.709967,-0.036006,0.000000,-0.303542,0.345728,0.887882,0.000000,0.642815,-0.613531,0.458660,0.000000,1.190943,-1.124380,0.956754,1.000000,
1.237541,1.600640,1.429829,1.874623,1.534341,2.024617,0.132802,-0.608505,-1.237541,0.506519,-0.502276,-1.600640,-0.063055,-0.556922,-1.429829,-0.579538,-0.132918,-1.874623,-0.207574,-0.293364,-1.534341,-0.372844,-0.044611,-2.024617,-0.010369,-0.474160,0.880378,0.000000,0.229133,0.855872,0.463660,0.000000,-0.973340,0.206531,0.099771,0.000000,-1.643281,0.706444,-1.585929,1.000000,0.703081,0.709868,-0.041996,0.000000,-0.303273,0.352743,0.885211,0.000000,0.643197,-0.609639,0.463291,0.000000,1.191904,-1.116362,0.961818,1.000000,
1.237428,1.600504,1.430229,1.874292,1.534309,2.018013,0.132790,-0.608449,-1.237428,0.506476,-0.502233,-1.600504,-0.063072,-0.557078,-1.430229,-0.579436,-0.132895,-1.874292,-0.207569,-0.293358,-1.534309,-0.371627,-0.044465,-2.018013,-0.009661,-0.482056,0.876087,0.000000,0.220753,0.853484,0.472053,0.000000,-0.975282,0.197959,0.098170,0.000000,-1.650677,0.695379,-1.581929,1.000000,0.703237,0.709215,-0.049721,0.000000,-0.303453,0.362668,0.881129,0.000000,0.642942,-0.604554,0.470255,0.000000,1.191214,-1.105770,0.969682,1.000000,
1.237646,1.600723,1.430302,1.874332,1.534270,2.016945,0.132814,-0.608557,-1.237646,0.506545,-0.502302,-1.600723,-0.063076,-0.557106,-1.430302,-0.579448,-0.132897,-1.874332,-0.207564,-0.293351,-1.534270,-0.371431,-0.044442,-2.016945,-0.009602,-0.483033,0.875550,0.000000,0.219643,0.853187,0.473105,0.000000,-0.975533,0.196851,0.097902,0.000000,-1.651872,0.694101,-1.581537,1.000000,0.703191,0.709156,-0.051198,0.000000,-0.303399,0.364410,0.880428,0.000000,0.643018,-0.603575,0.471407,0.000000,1.191370,-1.103752,0.970913,1.000000,
1.237552,1.600678,1.430309,1.873537,1.534897,2.014191,0.132804,-0.608510,-1.237552,0.506531,-0.502288,-1.600678,-0.063076,-0.557109,-1.430309,-0.579202,-0.132841,-1.873537,-0.207649,-0.293471,-1.534897,-0.370924,-0.044381,-2.014191,-0.008386,-0.486298,0.873753,0.000000,0.217966,0.851884,0.476218,0.000000,-0.975920,0.194442,0.098853,0.000000,-1.653206,0.690754,-1.577455,1.000000,0.704020,0.708224,-0.052686,0.000000,-0.304361,0.367917,0.878636,0.000000,0.641655,-0.602542,0.474577,0.000000,1.188502,-1.101604,0.975340,1.000000,
1.237727,1.600498,1.429881,1.874111,1.534252,2.010875,0.132822,-0.608596,-1.237727,0.506474,-0.502231,-1.600498,-0.063057,-0.556942,-1.429881,-0.579380,-0.132882,-1.874111,-0.207562,-0.293347,-1.534252,-0.370313,-0.044308,-2.010875,-0.008756,-0.489258,0.872095,0.000000,0.213440,0.851115,0.479631,0.000000,-0.976917,0.190340,0.096975,0.000000,-1.657474,0.685677,-1.578014,1.000000,0.703296,0.708474,-0.058642,0.000000,-0.303522,0.373846,0.876421,0.000000,0.642845,-0.598584,0.477962,0.000000,1.190905,-1.093461,0.978238,1.000000,
